Id,SalePrice
2090,136428.38
2091,105208.94
2092,147279.2
2093,114934.29
2094,115192.71
2095,144631.39
2096,72700.41
2097,87376.21
2098,138798.34
2099,43453.77
2100,99105.06
2101,163212.39
2102,119202.336
2103,108264.734
2104,136693.78
2105,108384.47
2106,77331.49
2107,263121.84
2108,116458.79
2109,132657.83
2110,127872.76
2111,148661.14
2112,133114.31
2113,123197.766
2114,111514.414
2115,156689.56
2116,144128.69
2117,137549.67
2118,136056.64
2119,115735.58
2120,115363.33
2121,108543.04
2122,90753.74
2123,95031.41
2124,160125.05
2125,143855.97
2126,147301.83
2127,176744.16
2128,121100.87
2129,111258.516
2130,127918.86
2131,146251.86
2132,139055.25
2133,134797.78
2134,116969.69
2135,106131.23
2136,65909.31
2137,142225.02
2138,122087.46
2139,145921.11
2140,135953.9
2141,123830.78
2142,129136.01
2143,149375.12
2144,133311.48
2145,131957.42
2146,133744.19
2147,144527.16
2148,129988.94
2149,119642.52
2150,184961.5
2151,117939.836
2152,193438.19
2153,145470.38
2154,106102.586
2155,132936.08
2156,240216.42
2157,213660.86
2158,206869.1
2159,203607.89
2160,166946.67
2161,250929.94
2162,416547.75
2163,323984.47
2164,248452.52
2165,157494.06
2166,142234.23
2167,191048.05
2168,191504.27
2169,195300.34
2170,210592.03
2171,140282.12
2172,143087.28
2173,170672.62
2174,227013.69
2175,299727.25
2176,262598.66
2177,257114.14
2178,218444.8
2179,139471.2
2180,212137.89
2181,195996.69
2182,218523.36
2183,194264.73
2184,129406.49
2185,113911.71
2186,154235.16
2187,156982.88
2188,156770.28
2189,203717.25
2190,80152.016
2191,80152.016
2192,95322.05
2193,98378.56
2194,91061.164
2195,100709.914
2196,83806.08
2197,114379.69
2198,146360.0
2199,148004.06
2200,106076.38
2201,147638.23
2202,194215.84
2203,131253.94
2204,154170.02
2205,111635.19
2206,130016.22
2207,173409.27
2208,198698.33
2209,160882.58
2210,117078.28
2211,125470.055
2212,131424.16
2213,97638.484
2214,121816.94
2215,106291.06
2216,146381.77
2217,63201.11
2218,69809.03
2219,84205.84
2220,70272.8
2221,239695.12
2222,212878.42
2223,257931.97
2224,209280.86
2225,116529.0
2226,164878.84
2227,185508.42
2228,245260.95
2229,234780.31
2230,147655.69
2231,213086.4
2232,189041.73
2233,169549.02
2234,214680.27
2235,202854.72
2236,266847.47
2237,319853.12
2238,214438.2
2239,141571.4
2240,159384.45
2241,130816.81
2242,131781.36
2243,116440.13
2244,100435.22
2245,80076.45
2246,130387.984
2247,121590.375
2248,115653.484
2249,118679.31
2250,131557.97
2251,111649.984
2252,162384.88
2253,148460.23
2254,162617.17
2255,183664.3
2256,177647.72
2257,199955.22
2258,181996.02
2259,168289.27
2260,143416.25
2261,187654.5
2262,182170.02
2263,286941.0
2264,452668.72
2265,165470.17
2266,270456.84
2267,359968.8
2268,357981.5
2269,152729.73
2270,176927.64
2271,216454.0
2272,185726.52
2273,168241.77
2274,174588.42
2275,145274.48
2276,173987.06
2277,174065.23
2278,146841.08
2279,133405.1
2280,99946.58
2281,170743.11
2282,169064.31
2283,102290.89
2284,125027.625
2285,138770.42
2286,126409.76
2287,300630.72
2288,273065.12
2289,332115.4
2290,386469.44
2291,290838.53
2292,388760.22
2293,564678.0
2294,378359.94
2295,496282.97
2296,283081.66
2297,262584.38
2298,318255.4
2299,339975.06
2300,294253.1
2301,242394.33
2302,223045.11
2303,252951.8
2304,285337.0
2305,167792.95
2306,167792.95
2307,173345.11
2308,239676.16
2309,263448.75
2310,220751.81
2311,190065.98
2312,186483.47
2313,167560.3
2314,165243.88
2315,167388.11
2316,183236.19
2317,166638.56
2318,168423.81
2319,177084.97
2320,187396.27
2321,233661.67
2322,166173.9
2323,173338.5
2324,175911.94
2325,209870.45
2326,174671.69
2327,202580.2
2328,203490.64
2329,183164.9
2330,177949.03
2331,316268.47
2332,380953.44
2333,312362.4
2334,245204.36
2335,234658.1
2336,312791.97
2337,195736.3
2338,242840.2
2339,227908.06
2340,375285.94
2341,202779.1
2342,226883.61
2343,207782.77
2344,232647.3
2345,288954.97
2346,212487.97
2347,197036.62
2348,230907.72
2349,174681.52
2350,260216.38
2351,242421.84
2352,251366.56
2353,228898.72
2354,148648.95
2355,162145.78
2356,161130.7
2357,214505.7
2358,184285.05
2359,126396.016
2360,118976.78
2361,121271.914
2362,242439.64
2363,133581.67
2364,153907.2
2365,226076.89
2366,193119.12
2367,225427.56
2368,190613.81
2369,232090.84
2370,167266.05
2371,164453.42
2372,182272.55
2373,249776.75
2374,292199.4
2375,222721.16
2376,232807.31
2377,273059.12
2378,136455.95
2379,174596.42
2380,140399.9
2381,142406.08
2382,198307.97
2383,222873.52
2384,222324.11
2385,150549.98
2386,127037.22
2387,135556.06
2388,98877.64
2389,114725.234
2390,127519.11
2391,121360.54
2392,109313.22
2393,159975.45
2394,147484.0
2395,182143.44
2396,148946.23
2397,200222.17
2398,116554.56
2399,66933.125
2400,56675.32
2401,114687.27
2402,124686.6
2403,161277.83
2404,137017.86
2405,142523.05
2406,139383.31
2407,118600.336
2408,121393.52
2409,130911.164
2410,161195.56
2411,108496.26
2412,141735.81
2413,121453.74
2414,146388.89
2415,144709.08
2416,120331.266
2417,125061.85
2418,119169.49
2419,117814.83
2420,109157.79
2421,128074.984
2422,110757.984
2423,105740.85
2424,153748.62
2425,220424.47
2426,157515.25
2427,103385.28
2428,177394.28
2429,116303.96
2430,125994.53
2431,109248.5
2432,132942.03
2433,130383.88
2434,126847.88
2435,136904.1
2436,96457.81
2437,108757.52
2438,111671.81
2439,126487.9
2440,122389.51
2441,112191.56
2442,114517.43
2443,105852.64
2444,116374.63
2445,71232.34
2446,119698.445
2447,180899.8
2448,118767.96
2449,96329.48
2450,150144.36
2451,123982.5
2452,157396.02
2453,87020.21
2454,115160.74
2455,115695.19
2456,113248.16
2457,133738.33
2458,104395.67
2459,103489.45
2460,127672.19
2461,108846.66
2462,132536.81
2463,103899.26
2464,146578.05
2465,117656.06
2466,110480.85
2467,166879.02
2468,87034.07
2469,107668.77
2470,166359.42
2471,184196.83
2472,130376.3
2473,116013.27
2474,105363.87
2475,167372.47
2476,106867.47
2477,114426.055
2478,174085.48
2479,110707.51
2480,140345.28
2481,126135.67
2482,134073.28
2483,113690.96
2484,133277.8
2485,114222.17
2486,148471.0
2487,177118.4
2488,149401.2
2489,156062.9
2490,143474.8
2491,90580.2
2492,178903.97
2493,152227.33
2494,142920.9
2495,81273.89
2496,215534.47
2497,135323.17
2498,113384.42
2499,90271.305
2500,137658.45
2501,124843.54
2502,149656.73
2503,104979.02
2504,190425.03
2505,200277.94
2506,256484.5
2507,336294.75
2508,256484.5
2509,218916.55
2510,228093.1
2511,188306.34
2512,207510.08
2513,198998.33
2514,193825.42
2515,152175.66
2516,154721.03
2517,133415.9
2518,133704.9
2519,222209.44
2520,199948.55
2521,200150.95
2522,198750.44
2523,124167.09
2524,136045.73
2525,139826.67
2526,136408.08
2527,119216.664
2528,124421.35
2529,132189.94
2530,139263.34
2531,218115.06
2532,220109.17
2533,205779.6
2534,236157.75
2535,283287.97
2536,213400.61
2537,203519.56
2538,188449.34
2539,187007.61
2540,165958.03
2541,175552.11
2542,156800.19
2543,117702.86
2544,125014.625
2545,126873.65
2546,145679.45
2547,156835.92
2548,135983.34
2549,149954.19
2550,3951861.5
2551,149950.61
2552,137284.03
2553,80152.016
2554,123574.664
2555,111995.51
2556,87921.875
2557,99242.39
2558,127875.44
2559,133257.08
2560,141203.03
2561,114151.83
2562,103384.2
2563,135336.73
2564,189400.47
2565,103616.45
2566,137138.9
2567,115759.086
2568,158556.38
2569,159804.38
2570,117556.58
2571,156888.73
2572,182686.03
2573,190209.95
2574,196474.66
2575,138819.92
2576,108424.06
2577,147360.0
2578,86126.23
2579,60748.68
2580,122266.08
2581,129141.42
2582,124690.05
2583,234151.98
2584,155423.05
2585,161714.92
2586,201202.02
2587,190199.25
2588,136200.61
2589,147041.33
2590,191511.2
2591,199404.88
2592,241790.12
2593,230614.58
2594,176099.77
2595,200691.88
2596,294205.1
2597,185228.22
2598,249272.27
2599,371419.9
2600,217291.23
2601,141441.58
2602,85609.75
2603,78830.25
2604,79200.62
2605,88773.09
2606,132978.42
2607,152170.72
2608,176999.88
2609,136568.7
2610,110153.234
2611,133064.56
2612,151029.58
2613,115653.484
2614,123464.64
2615,137951.39
2616,125465.38
2617,136711.52
2618,140238.66
2619,189372.48
2620,166863.6
2621,170034.16
2622,178073.14
2623,245618.84
2624,277549.44
2625,303293.88
2626,169955.03
2627,200264.95
2628,333283.66
2629,443145.6
2630,305850.8
2631,401942.06
2632,324594.3
2633,284272.8
2634,345397.75
2635,143750.23
2636,189859.64
2637,149777.81
2638,244959.4
2639,186898.14
2640,156278.28
2641,121480.266
2642,173007.22
2643,112489.19
2644,133453.7
2645,98523.91
2646,95471.43
2647,102372.67
2648,158345.28
2649,131331.58
2650,136649.08
2651,160907.44
2652,380778.34
2653,243018.6
2654,249044.16
2655,319953.5
2656,291661.8
2657,295652.22
2658,259710.62
2659,266623.84
2660,299140.7
2661,312653.88
2662,314730.34
2663,268251.8
2664,261377.88
2665,286618.0
2666,279366.12
2667,170232.27
2668,179907.27
2669,167964.75
2670,267975.44
2671,179907.27
2672,190071.06
2673,195375.23
2674,202444.81
2675,185640.98
2676,190270.02
2677,183723.5
2678,249928.53
2679,245079.28
2680,254286.42
2681,360294.06
2682,317838.03
2683,388561.53
2684,299212.03
2685,304231.6
2686,263942.4
2687,255799.3
2688,225621.34
2689,205016.05
2690,401778.03
2691,190196.9
2692,153088.77
2693,201324.86
2694,151573.42
2695,203114.89
2696,186270.53
2697,189964.86
2698,172238.58
2699,162711.19
2700,157528.47
2701,156836.97
2702,126799.625
2703,133764.6
2704,155405.56
2705,119080.42
2706,112699.33
2707,121475.41
2708,118146.97
2709,104397.86
2710,113498.88
2711,210381.45
2712,327566.6
2713,190829.36
2714,155934.38
2715,163082.16
2716,150787.66
2717,174843.02
2718,237896.28
2719,143377.83
2720,156346.7
2721,135813.95
2722,144923.28
2723,147754.44
2724,112099.266
2725,128049.46
2726,132762.0
2727,166510.36
2728,152555.48
2729,129744.83
2730,134053.98
2731,112938.18
2732,115688.125
2733,150237.89
2734,138047.34
2735,124962.3
2736,125203.86
2737,118104.164
2738,148828.95
2739,141218.64
2740,134892.95
2741,133581.03
2742,154638.86
2743,124237.22
2744,157007.72
2745,142444.11
2746,122474.98
2747,110039.42
2748,131205.64
2749,118080.625
2750,118177.055
2751,119462.61
2752,159923.75
2753,157235.34
2754,201336.38
2755,143578.02
2756,95506.945
2757,105507.86
2758,77808.12
2759,117939.16
2760,120960.51
2761,136308.2
2762,163827.44
2763,163972.64
2764,129599.52
2765,236320.64
2766,128203.055
2767,87265.95
2768,142380.67
2769,133209.69
2770,158144.4
2771,106262.27
2772,102283.48
2773,158897.58
2774,131587.08
2775,120989.81
2776,156562.75
2777,126451.836
2778,93714.89
2779,125927.74
2780,117297.44
2781,97918.42
2782,84029.44
2783,77720.086
2784,130230.9
2785,131075.06
2786,51498.945
2787,115486.73
2788,84742.7
2789,160064.12
2790,79468.984
2791,127085.086
2792,80692.04
2793,163662.53
2794,91939.625
2795,113278.94
2796,95364.96
2797,176322.25
2798,97259.78
2799,114477.58
2800,66990.34
2801,118012.625
2802,116860.42
2803,168121.97
2804,112101.3
2805,87158.49
2806,97734.72
2807,135754.9
2808,141050.27
2809,122624.22
2810,126746.55
2811,146848.92
2812,140383.03
2813,181810.75
2814,179429.9
2815,101920.08
2816,184907.89
2817,128553.086
2818,123122.01
2819,148373.05
2820,122935.336
2821,107981.99
2822,153598.55
2823,283631.03
2824,141889.31
2825,126021.69
2826,138364.45
2827,134496.8
2828,210295.4
2829,205036.58
2830,263717.97
2831,197003.0
2832,221440.88
2833,247586.11
2834,214382.38
2835,221188.45
2836,194910.72
2837,141961.86
2838,148947.38
2839,166924.23
2840,201566.16
2841,201726.73
2842,219678.22
2843,131011.33
2844,151483.25
2845,113282.61
2846,204751.69
2847,189719.0
2848,198767.5
2849,207920.53
2850,253219.7
2851,219313.36
2852,228746.17
2853,224027.22
2854,142328.14
2855,204947.05
2856,205707.2
2857,199743.1
2858,194954.4
2859,102454.91
2860,121576.58
2861,127209.86
2862,200907.89
2863,132644.94
2864,237354.89
2865,149928.16
2866,176789.33
2867,90193.945
2868,129570.234
2869,115646.65
2870,126350.22
2871,88038.586
2872,47539.387
2873,101722.28
2874,128437.164
2875,131534.88
2876,135112.08
2877,115311.74
2878,140896.06
2879,125344.836
2880,114300.74
2881,122829.98
2882,124692.42
2883,158740.2
2884,164511.78
2885,122150.46
2886,148371.5
2887,111673.625
2888,131460.89
2889,64459.074
2890,78273.5
2891,137077.33
2892,58167.535
2893,108490.67
2894,53766.582
2895,241016.6
2896,236860.58
2897,175196.88
2898,190305.58
2899,219210.69
2900,164327.06
2901,148117.72
2902,176715.67
2903,285108.5
2904,334568.28
2905,72308.42
2906,218295.69
2907,103823.88
2908,128626.664
2909,149504.67
2910,76911.89
2911,85609.75
2912,142260.83
2913,84156.875
2914,79200.62
2915,79200.62
2916,85410.69
2917,170200.61
2918,113030.09
2919,214250.75
